soil_moisture_percent,temp_max,temp_min,temp_avg,humidity,wind_speed,days_since_irrigation,growth_stage,soil_type,soil_type_encoded,day_of_year,need_irrigation,irrigation_amount_mm
58.5,28.6,15.8,22.2,70.0,1.8,4,1,Clay,2,1,False,0.0
48.8,27.3,17.2,22.2,50.5,0.1,8,2,Sandy,1,151,False,0.0
71.7,9.0,-2.5,3.2,53.6,2.8,4,0,Loam,3,266,False,0.0
53.3,24.0,15.9,20.0,55.4,7.5,5,0,Clay,2,238,False,0.0
50.7,15.4,2.7,9.1,77.4,2.1,9,0,Loam,3,315,False,0.0
62.5,21.3,12.0,16.7,53.9,0.1,4,3,Sandy Loam,4,161,False,0.0
57.9,18.1,5.2,11.6,47.2,3.5,6,3,Clay,2,320,False,0.0
51.5,14.8,2.2,8.5,74.1,0.0,6,2,Clay,2,325,False,0.0
43.3,38.0,28.1,33.0,73.7,5.6,7,3,Sandy Loam,4,120,False,0.0
24.5,30.7,17.1,23.9,80.2,0.6,9,2,Clay,2,164,True,21.6
62.3,32.5,24.4,28.5,78.3,3.6,5,3,Sandy,1,79,False,0.0
28.8,12.9,4.4,8.6,49.7,1.9,10,0,Clay,2,278,True,19.3
27.7,37.6,25.6,31.6,61.0,1.5,9,1,Clay,2,189,True,19.9
49.5,26.1,17.3,21.7,52.2,0.8,3,3,Loam,3,147,False,0.0
30.2,34.7,25.7,30.2,54.7,1.8,10,2,Loam,3,22,True,19.1
58.0,28.7,16.6,22.6,53.2,0.1,3,3,Clay,2,359,False,0.0
72.2,15.9,3.2,9.6,41.3,0.5,2,3,Clay,2,238,False,0.0
57.1,15.4,2.3,8.8,36.7,3.6,6,0,Clay,2,319,False,0.0
39.4,25.9,17.3,21.6,73.2,0.8,10,0,Loam,3,194,True,16.3
67.4,17.3,5.4,11.4,77.3,0.2,3,1,Sandy,1,343,False,0.0
60.1,30.7,21.1,25.9,72.1,2.1,4,0,Sandy,1,55,False,0.0
81.3,13.3,1.6,7.4,47.2,0.5,1,1,Clay,2,294,False,0.0
57.2,25.5,16.9,21.2,62.1,0.8,2,0,Clay,2,329,False,0.0
56.7,26.6,16.0,21.3,57.8,0.0,5,0,Loam,3,40,False,0.0
52.3,18.5,9.4,14.0,74.9,0.3,8,3,Sandy Loam,4,276,False,0.0
72.7,16.2,1.3,8.8,23.9,4.6,1,0,Loam,3,256,False,0.0
54.9,11.9,3.1,7.5,45.4,0.3,8,2,Loam,3,299,False,0.0
67.6,22.2,13.8,18.0,40.1,2.1,2,2,Loam,3,276,False,0.0
55.7,18.3,10.3,14.3,78.8,3.2,9,1,Sandy Loam,4,345,False,0.0
48.6,11.7,-2.7,4.5,60.8,7.0,10,3,Sandy Loam,4,258,False,0.0
49.2,11.5,0.2,5.8,58.6,4.1,6,2,Loam,3,269,False,0.0
69.0,24.8,14.0,19.4,33.0,0.9,1,2,Sandy Loam,4,327,False,0.0
57.4,19.9,8.8,14.3,37.2,5.3,4,1,Clay,2,306,False,0.0
67.3,26.2,17.0,21.6,55.7,0.6,2,3,Clay,2,338,False,0.0
45.5,36.9,28.4,32.6,52.0,5.5,4,0,Clay,2,92,False,0.0
42.2,23.1,14.7,18.9,47.1,1.1,9,1,Loam,3,354,False,0.0
63.8,31.4,19.6,25.5,81.2,1.1,7,2,Sandy,1,130,False,0.0
61.0,22.5,8.0,15.2,53.5,3.4,7,0,Sandy,1,262,False,0.0
60.9,8.6,-2.5,3.0,68.8,0.7,9,2,Sandy Loam,4,315,False,0.0
72.5,15.7,4.0,9.8,61.0,1.7,1,1,Clay,2,354,False,0.0
45.3,18.4,10.3,14.4,53.7,0.1,6,3,Clay,2,282,False,0.0
71.5,19.6,11.5,15.5,77.5,2.0,0,0,Clay,2,210,False,0.0
38.1,21.4,11.0,16.2,79.2,5.8,8,1,Clay,2,3,False,0.0
62.4,35.0,25.7,30.4,71.9,1.7,1,1,Sandy Loam,4,173,False,0.0
70.5,22.0,11.7,16.9,85.1,0.5,2,2,Sandy,1,2,False,0.0
41.2,39.3,29.6,34.5,95.0,0.5,5,0,Clay,2,139,False,0.0
51.9,13.5,0.7,7.1,70.6,1.0,10,1,Sandy Loam,4,284,False,0.0
57.5,21.7,8.3,15.0,71.6,1.5,7,0,Sandy,1,290,False,0.0
51.2,18.4,6.7,12.6,60.3,0.1,7,1,Sandy Loam,4,204,False,0.0
57.8,6.3,-8.2,-0.9,65.1,1.9,8,1,Clay,2,224,False,0.0
52.7,38.9,24.7,31.8,52.3,0.4,3,1,Sandy Loam,4,106,False,0.0
57.4,11.1,0.2,5.6,43.4,2.3,10,2,Sandy,1,248,False,0.0
50.6,37.6,23.4,30.5,60.3,3.9,6,1,Sandy Loam,4,59,False,0.0
77.4,18.5,9.8,14.2,75.9,2.0,1,2,Sandy Loam,4,233,False,0.0
37.5,25.9,11.1,18.5,42.6,1.0,10,1,Clay,2,1,False,0.0
46.5,2.0,-11.6,-4.8,54.9,0.1,9,1,Clay,2,259,False,0.0
52.2,37.2,28.5,32.9,55.4,1.3,2,2,Clay,2,79,False,0.0
63.3,12.0,-1.2,5.4,57.0,0.1,5,3,Sandy,1,237,False,0.0
47.5,31.4,16.8,24.1,55.9,1.8,7,3,Sandy,1,363,False,0.0
49.4,17.9,7.2,12.5,74.4,0.2,10,3,Sandy,1,253,False,0.0
27.6,23.4,9.7,16.6,77.3,3.6,10,0,Clay,2,190,True,16.9
71.2,18.9,7.3,13.1,70.4,0.5,1,1,Loam,3,276,False,0.0
71.3,14.5,5.6,10.0,54.7,1.8,1,3,Sandy Loam,4,319,False,0.0
55.5,14.3,-0.1,7.1,34.2,1.3,9,2,Sandy,1,236,False,0.0
54.1,16.0,3.9,10.0,85.3,2.1,5,2,Clay,2,215,False,0.0
62.6,18.0,6.6,12.3,51.5,0.6,6,1,Sandy,1,339,False,0.0
76.6,18.0,7.4,12.7,38.1,0.7,2,3,Sandy Loam,4,193,False,0.0
68.0,8.0,-6.1,0.9,59.6,2.9,5,1,Sandy,1,314,False,0.0
57.5,15.2,5.7,10.5,57.2,7.5,5,2,Clay,2,230,False,0.0
45.4,25.9,13.7,19.8,59.6,1.7,7,0,Sandy Loam,4,115,False,0.0
57.0,28.0,13.8,20.9,87.4,0.1,4,3,Sandy,1,153,False,0.0
55.6,21.9,10.6,16.3,79.5,0.1,9,3,Sandy Loam,4,322,False,0.0
62.7,31.7,23.2,27.5,47.9,0.1,7,3,Sandy Loam,4,156,False,0.0
56.7,16.9,4.9,10.9,80.8,3.0,10,2,Sandy Loam,4,12,False,0.0
56.9,17.9,6.4,12.2,81.5,1.9,6,2,Loam,3,349,False,0.0
48.6,40.4,31.8,36.1,71.1,0.8,1,2,Clay,2,142,False,0.0
53.8,15.1,3.8,9.4,47.9,0.0,8,3,Loam,3,211,False,0.0
59.6,21.5,11.1,16.3,62.0,1.9,6,0,Sandy Loam,4,323,False,0.0
58.3,35.8,22.3,29.1,87.3,3.5,4,2,Sandy,1,150,False,0.0
74.3,25.0,17.0,21.0,42.8,0.5,0,3,Clay,2,162,False,0.0
58.5,26.8,12.1,19.5,41.9,3.9,2,0,Sandy,1,168,False,0.0
59.9,35.9,26.9,31.4,79.1,3.9,6,0,Sandy Loam,4,205,False,0.0
41.9,20.7,10.7,15.7,57.9,6.7,8,0,Sandy,1,205,True,17.0
49.0,34.9,25.0,29.9,46.5,2.4,8,2,Loam,3,92,False,0.0
50.6,35.3,21.9,28.6,75.7,0.9,10,1,Sandy,1,54,False,0.0
49.5,28.7,18.4,23.6,40.7,0.3,9,1,Loam,3,22,False,0.0
55.2,10.6,-2.5,4.1,21.4,1.4,8,0,Loam,3,305,False,0.0
66.8,30.4,19.5,24.9,46.6,0.1,2,0,Clay,2,178,False,0.0
67.1,20.7,7.1,13.9,74.5,3.7,0,0,Sandy,1,229,False,0.0
33.7,35.9,27.6,31.8,65.3,0.9,10,3,Loam,3,109,True,16.4
73.0,14.2,5.5,9.9,66.7,0.1,0,1,Loam,3,207,False,0.0
43.5,29.4,18.7,24.0,82.5,2.1,9,2,Sandy,1,184,True,14.8
34.6,39.2,25.4,32.3,69.0,0.3,7,3,Loam,3,99,True,18.1
43.6,18.1,9.8,13.9,48.8,1.5,10,0,Sandy Loam,4,292,False,0.0
34.4,28.5,16.8,22.7,58.4,2.0,10,3,Clay,2,61,True,14.0
40.3,27.0,18.8,22.9,83.5,0.7,5,3,Clay,2,18,False,0.0
54.7,22.1,13.2,17.7,62.6,0.9,4,2,Clay,2,353,False,0.0
32.1,24.5,9.9,17.2,51.9,1.6,9,1,Loam,3,156,True,20.1
68.7,7.6,-7.0,0.3,30.0,3.5,4,3,Sandy Loam,4,305,False,0.0
58.5,11.1,0.7,5.9,68.1,5.9,5,3,Sandy Loam,4,341,False,0.0
53.5,42.4,32.3,37.4,73.9,7.9,2,3,Sandy,1,85,False,0.0
46.1,38.4,29.6,34.0,64.4,0.8,7,3,Loam,3,65,False,0.0
68.8,33.4,23.2,28.3,55.8,1.5,2,1,Sandy Loam,4,71,False,0.0
63.3,35.6,26.7,31.1,73.8,0.6,3,2,Sandy,1,93,False,0.0
71.2,20.7,6.1,13.4,63.8,0.2,0,3,Loam,3,111,False,0.0
52.0,38.9,27.4,33.2,54.0,1.3,4,3,Sandy Loam,4,133,False,0.0
49.4,19.9,9.8,14.8,47.9,8.4,9,2,Loam,3,278,False,0.0
48.5,37.4,25.2,31.3,60.0,1.4,1,1,Loam,3,115,False,0.0
38.3,26.8,15.0,20.9,66.3,1.2,7,0,Loam,3,119,True,16.8
56.4,30.0,15.2,22.6,81.3,6.3,5,2,Loam,3,42,False,0.0
66.7,29.6,20.9,25.2,51.4,1.0,3,0,Sandy,1,112,False,0.0
70.6,21.4,12.5,16.9,33.6,2.7,1,0,Clay,2,202,False,0.0
43.3,10.2,0.5,5.4,60.3,1.7,7,3,Clay,2,242,False,0.0
30.8,41.2,30.2,35.7,59.0,2.8,9,1,Loam,3,81,True,18.0
67.5,22.4,10.5,16.5,45.9,0.3,2,2,Loam,3,178,False,0.0
31.2,36.2,24.1,30.2,47.5,0.2,10,1,Loam,3,93,True,16.0
54.6,27.3,18.3,22.8,62.2,4.5,6,0,Loam,3,178,False,0.0
43.6,39.0,24.2,31.6,60.1,3.0,5,3,Loam,3,60,False,0.0
63.8,19.5,11.0,15.2,55.2,0.1,5,0,Sandy,1,315,False,0.0
53.3,36.0,24.3,30.1,77.1,3.0,4,2,Sandy,1,27,False,0.0
66.4,15.7,7.0,11.4,69.0,2.3,4,3,Sandy Loam,4,307,False,0.0
36.9,44.0,32.7,38.4,64.7,0.4,5,1,Loam,3,138,True,17.4
42.0,38.1,28.0,33.0,80.3,1.2,7,0,Loam,3,73,False,0.0
49.6,28.9,18.4,23.6,54.7,2.3,3,3,Loam,3,61,False,0.0
45.5,31.4,21.4,26.4,38.1,5.2,5,0,Clay,2,134,False,0.0
57.2,45.8,34.4,40.1,63.4,0.7,3,1,Sandy,1,119,False,0.0
55.2,39.1,27.4,33.2,53.5,0.8,1,0,Sandy Loam,4,64,False,0.0
64.4,29.0,19.6,24.3,49.1,1.8,0,3,Clay,2,353,False,0.0
56.2,18.3,7.0,12.7,37.1,0.6,5,0,Clay,2,263,False,0.0
66.0,32.7,21.3,27.0,61.7,7.0,0,1,Sandy Loam,4,90,False,0.0
60.8,34.3,20.5,27.4,20.0,4.3,5,1,Sandy Loam,4,147,False,0.0
50.1,17.0,8.6,12.8,74.3,1.2,7,0,Clay,2,351,False,0.0
61.5,22.9,12.7,17.8,60.5,2.2,5,1,Loam,3,355,False,0.0
50.6,30.4,19.0,24.7,61.6,1.8,8,0,Sandy,1,116,False,0.0
37.4,17.5,3.4,10.4,75.2,2.9,10,3,Loam,3,290,True,18.6
52.3,16.2,6.9,11.6,63.4,1.0,7,3,Loam,3,245,False,0.0
60.8,34.5,21.3,27.9,74.3,0.4,2,3,Sandy Loam,4,45,False,0.0
64.0,17.6,3.9,10.7,70.7,0.2,3,2,Sandy,1,304,False,0.0
42.3,34.7,21.0,27.8,37.0,3.5,6,2,Clay,2,108,False,0.0
79.2,12.6,-1.0,5.8,71.0,5.5,0,2,Loam,3,323,False,0.0
71.6,20.3,8.2,14.3,77.5,1.1,1,0,Sandy,1,313,False,0.0
59.1,26.1,14.3,20.2,60.0,1.9,3,3,Loam,3,25,False,0.0
58.8,21.3,13.2,17.2,74.5,1.6,2,2,Clay,2,296,False,0.0
54.4,36.3,23.4,29.9,68.2,4.4,4,2,Sandy Loam,4,49,False,0.0
51.2,32.6,20.1,26.3,58.5,0.1,8,2,Sandy Loam,4,88,False,0.0
65.1,8.0,-2.1,3.0,87.2,2.5,7,2,Sandy Loam,4,265,False,0.0
58.6,30.0,18.0,24.0,53.9,0.2,5,3,Loam,3,88,False,0.0
51.5,21.3,8.3,14.8,70.7,2.2,8,1,Loam,3,326,False,0.0
62.5,28.8,14.9,21.8,74.0,9.9,2,1,Sandy,1,57,False,0.0
75.3,28.0,16.9,22.4,65.3,7.1,2,0,Sandy Loam,4,37,False,0.0
67.1,31.3,19.6,25.4,62.0,0.8,1,3,Clay,2,154,False,0.0
62.7,14.8,6.7,10.8,72.0,0.8,4,2,Loam,3,237,False,0.0
54.7,26.6,12.9,19.7,87.4,2.0,6,1,Loam,3,169,False,0.0
50.2,15.5,2.2,8.9,43.8,4.8,8,3,Clay,2,255,False,0.0
54.1,28.5,19.9,24.2,38.4,0.2,3,0,Clay,2,54,False,0.0
70.0,17.8,6.2,12.0,64.6,3.3,1,0,Sandy Loam,4,271,False,0.0
72.7,17.7,8.0,12.8,52.1,4.9,4,0,Sandy Loam,4,296,False,0.0
66.4,29.4,17.4,23.4,88.9,0.1,1,1,Sandy,1,173,False,0.0
61.9,12.1,0.8,6.4,57.7,3.5,5,2,Sandy,1,228,False,0.0
45.5,25.2,13.2,19.2,82.0,1.3,9,3,Sandy Loam,4,76,False,0.0
36.6,35.8,26.2,31.0,39.7,5.9,10,0,Loam,3,107,True,15.0
66.5,26.3,16.1,21.2,54.5,0.1,0,3,Sandy,1,337,False,0.0
80.6,16.6,6.4,11.5,82.2,0.3,0,3,Clay,2,343,False,0.0
56.8,33.0,24.2,28.6,66.9,2.5,0,0,Clay,2,63,False,0.0
52.1,33.7,19.0,26.4,65.0,1.0,4,3,Clay,2,128,False,0.0
71.1,26.6,14.1,20.4,68.4,2.3,1,2,Loam,3,69,False,0.0
48.6,31.0,17.9,24.5,47.8,1.4,8,0,Sandy,1,125,False,0.0
71.9,30.7,16.9,23.8,49.2,0.6,0,0,Sandy,1,168,False,0.0
51.7,39.3,29.0,34.2,65.5,1.0,3,2,Clay,2,146,False,0.0
48.8,17.1,7.7,12.4,53.7,0.5,8,2,Sandy,1,237,False,0.0
61.7,27.8,18.3,23.1,81.8,6.4,7,1,Sandy Loam,4,255,False,0.0
30.6,37.4,27.9,32.6,62.7,0.8,9,3,Loam,3,41,True,15.5
76.3,29.3,19.8,24.6,38.2,1.8,0,0,Clay,2,126,False,0.0
62.4,23.6,13.2,18.4,39.8,1.9,1,3,Loam,3,321,False,0.0
41.8,22.1,9.7,15.9,51.3,0.1,10,3,Loam,3,188,False,0.0
48.7,32.7,24.1,28.4,52.4,1.1,6,3,Loam,3,127,False,0.0
43.6,35.9,23.8,29.9,56.7,0.8,5,2,Clay,2,123,False,0.0
50.7,39.0,30.3,34.7,78.5,0.4,6,1,Loam,3,60,False,0.0
45.6,21.4,9.1,15.3,38.8,4.9,7,1,Clay,2,348,False,0.0
62.7,12.4,3.1,7.8,81.1,0.1,8,1,Sandy,1,249,False,0.0
72.1,25.1,14.1,19.6,34.8,0.1,0,3,Sandy Loam,4,305,False,0.0
49.1,21.8,7.4,14.6,41.3,1.5,8,1,Loam,3,176,False,0.0
64.1,28.7,18.0,23.3,63.1,0.0,1,2,Loam,3,43,False,0.0
75.0,18.7,5.9,12.3,50.5,2.0,1,0,Sandy,1,361,False,0.0
54.1,10.8,-4.2,3.3,52.8,1.4,10,2,Sandy Loam,4,320,False,0.0
56.8,37.0,26.6,31.8,53.4,3.2,4,3,Loam,3,105,False,0.0
61.9,32.1,17.3,24.7,47.5,5.9,3,0,Sandy,1,22,False,0.0
62.3,19.9,8.0,13.9,80.1,0.4,7,1,Sandy,1,343,False,0.0
49.0,34.9,26.8,30.9,64.9,0.4,6,3,Clay,2,110,False,0.0
51.4,41.5,30.5,36.0,46.4,3.0,10,2,Sandy,1,107,False,0.0
40.7,34.6,21.9,28.2,63.0,2.3,8,0,Sandy Loam,4,133,True,17.2
65.4,27.9,18.3,23.1,80.5,2.4,0,1,Loam,3,297,False,0.0
63.3,17.7,6.8,12.3,37.3,1.2,7,3,Sandy,1,295,False,0.0
66.9,23.2,13.4,18.3,54.9,1.8,2,1,Sandy,1,206,False,0.0
61.5,18.5,6.7,12.6,59.6,9.0,4,3,Loam,3,259,False,0.0
63.3,24.6,11.3,17.9,84.8,0.7,3,0,Loam,3,164,False,0.0
50.5,26.1,14.3,20.2,57.7,0.7,7,1,Sandy Loam,4,169,False,0.0
27.5,34.1,22.9,28.5,41.3,0.0,10,0,Clay,2,64,True,19.2
68.5,14.1,0.5,7.3,39.0,1.3,6,0,Sandy,1,218,False,0.0
58.2,33.1,19.7,26.4,64.2,2.8,4,1,Sandy,1,139,False,0.0
66.7,32.4,20.3,26.4,63.6,0.0,3,3,Sandy,1,107,False,0.0
67.6,16.4,5.1,10.8,39.4,0.2,3,1,Loam,3,281,False,0.0
63.5,39.8,29.0,34.4,74.4,0.4,0,3,Sandy Loam,4,110,False,0.0
52.1,31.0,22.4,26.7,85.1,3.3,9,0,Sandy,1,129,False,0.0
43.2,29.0,14.4,21.7,63.8,2.3,8,1,Loam,3,58,False,0.0
57.0,22.6,8.5,15.5,69.4,2.3,8,1,Sandy,1,327,False,0.0
58.2,28.7,17.9,23.3,57.9,0.2,2,2,Loam,3,66,False,0.0
57.7,38.4,23.9,31.1,63.7,3.2,3,1,Sandy,1,21,False,0.0
54.0,27.6,15.3,21.4,69.8,2.3,7,3,Loam,3,44,False,0.0
54.7,32.6,24.5,28.5,59.8,6.0,0,0,Loam,3,69,False,0.0
58.8,27.7,14.8,21.2,54.2,3.1,1,2,Sandy Loam,4,29,False,0.0
61.4,16.6,7.1,11.9,56.2,0.6,3,2,Loam,3,290,False,0.0
57.4,17.2,4.7,10.9,60.1,0.3,9,3,Sandy,1,283,False,0.0
56.8,28.0,19.3,23.7,56.0,2.4,4,1,Clay,2,159,False,0.0
69.0,16.3,1.6,9.0,52.7,7.2,2,3,Sandy,1,279,False,0.0
54.7,38.1,23.2,30.7,67.3,1.8,2,1,Sandy Loam,4,200,False,0.0
54.4,34.3,23.7,29.0,60.6,1.6,2,2,Sandy Loam,4,91,False,0.0
53.5,37.1,27.1,32.1,49.9,2.5,2,1,Loam,3,95,False,0.0
64.5,25.1,16.4,20.8,65.0,0.7,3,0,Sandy,1,215,False,0.0
51.2,31.0,20.4,25.7,47.7,0.6,6,0,Sandy Loam,4,157,False,0.0
52.3,34.0,25.7,29.9,62.9,0.8,8,1,Sandy,1,111,False,0.0
60.7,18.6,7.5,13.0,46.3,1.1,2,0,Clay,2,205,False,0.0
57.3,18.2,10.0,14.1,37.9,1.4,6,1,Loam,3,18,False,0.0
65.5,22.3,9.3,15.8,58.5,3.2,3,2,Sandy,1,213,False,0.0
67.8,25.7,11.0,18.3,62.2,9.1,5,0,Sandy,1,210,False,0.0
74.5,24.2,12.9,18.6,48.0,0.4,0,0,Loam,3,239,False,0.0
27.5,28.9,17.5,23.2,78.3,0.3,9,2,Clay,2,50,True,16.7
49.7,28.7,20.5,24.6,60.5,4.7,9,1,Sandy Loam,4,7,False,0.0
65.8,17.1,8.4,12.8,38.9,0.5,2,3,Sandy,1,237,False,0.0
28.2,35.0,26.3,30.6,91.8,2.2,9,3,Clay,2,83,True,17.7
34.1,31.2,18.0,24.6,42.6,1.6,10,0,Sandy Loam,4,22,True,21.2
70.0,27.4,15.9,21.6,66.8,12.5,0,0,Clay,2,200,False,0.0
55.1,38.9,28.7,33.8,68.9,5.6,1,3,Loam,3,130,False,0.0
47.6,12.1,3.4,7.8,47.9,0.3,7,0,Clay,2,254,False,0.0
51.4,33.3,22.1,27.7,31.2,0.8,6,1,Loam,3,4,False,0.0
61.8,27.7,12.8,20.3,33.0,0.8,4,1,Clay,2,28,False,0.0
52.7,31.5,17.5,24.5,42.0,1.5,5,1,Clay,2,151,False,0.0
63.7,35.1,26.4,30.8,48.0,2.0,2,0,Sandy Loam,4,74,False,0.0
66.4,22.1,12.8,17.5,69.4,0.4,2,0,Loam,3,176,False,0.0
41.8,19.6,6.4,13.0,62.6,1.7,7,2,Loam,3,341,False,0.0
65.3,21.4,7.2,14.3,37.5,2.7,3,0,Sandy Loam,4,243,False,0.0
70.0,23.4,14.1,18.8,64.9,0.3,1,2,Loam,3,346,False,0.0
64.1,37.8,23.3,30.6,86.0,0.2,1,3,Sandy Loam,4,116,False,0.0
49.6,10.7,-0.6,5.1,63.8,7.2,10,0,Loam,3,334,False,0.0
39.4,37.6,27.7,32.7,57.1,4.6,9,2,Loam,3,69,True,17.7
72.2,10.6,0.1,5.4,81.6,0.4,2,0,Sandy Loam,4,277,False,0.0
42.3,45.4,36.6,41.0,54.9,0.3,8,2,Sandy,1,55,True,18.6
49.7,17.3,2.8,10.1,38.6,1.1,6,1,Sandy,1,298,False,0.0
60.3,13.7,-0.5,6.6,42.3,1.6,4,3,Loam,3,277,False,0.0
64.0,13.1,1.2,7.1,74.7,0.4,3,1,Sandy Loam,4,246,False,0.0
65.7,16.6,6.0,11.3,62.6,1.4,8,0,Sandy,1,238,False,0.0
71.4,17.9,8.0,13.0,55.7,0.2,0,2,Sandy Loam,4,270,False,0.0
52.8,19.9,6.7,13.3,65.3,0.2,9,0,Sandy Loam,4,262,False,0.0
44.6,35.9,23.9,29.9,73.9,0.1,9,2,Sandy Loam,4,57,False,0.0
79.8,10.8,1.9,6.3,78.2,2.5,0,2,Sandy Loam,4,291,False,0.0
30.4,35.3,24.4,29.8,70.6,1.7,9,3,Clay,2,26,True,17.3
60.5,18.1,9.2,13.6,59.6,2.6,3,2,Clay,2,321,False,0.0
47.2,31.0,19.2,25.1,62.9,6.7,7,2,Sandy Loam,4,143,False,0.0
47.5,30.5,18.9,24.7,95.0,0.8,9,1,Sandy,1,21,False,0.0
75.0,6.5,-4.4,1.0,68.5,5.5,2,3,Loam,3,271,False,0.0
67.6,32.0,19.0,25.5,62.1,2.7,1,1,Sandy,1,76,False,0.0
71.7,31.3,21.9,26.6,70.8,6.1,0,1,Sandy Loam,4,86,False,0.0
61.6,29.1,14.8,22.0,76.3,0.6,3,1,Sandy,1,184,False,0.0
61.4,28.4,20.0,24.2,62.3,0.0,3,3,Sandy,1,2,False,0.0
67.3,27.7,14.5,21.1,71.0,4.3,3,3,Sandy Loam,4,150,False,0.0
53.0,22.5,13.8,18.2,51.8,3.5,8,0,Sandy,1,304,False,0.0
59.1,12.9,0.9,6.9,43.5,1.8,4,0,Sandy,1,267,False,0.0
43.7,33.3,22.4,27.8,62.8,0.2,9,0,Sandy,1,61,True,18.0
54.9,33.9,23.2,28.6,43.3,0.4,2,1,Clay,2,48,False,0.0
54.7,23.3,11.8,17.5,76.4,0.1,9,3,Sandy Loam,4,351,False,0.0
53.5,28.1,17.4,22.8,58.7,3.9,8,2,Loam,3,23,False,0.0
66.7,34.1,19.5,26.8,71.9,3.4,4,3,Sandy Loam,4,43,False,0.0
55.3,24.6,14.9,19.8,30.2,1.7,9,0,Sandy,1,199,False,0.0
52.3,14.2,2.6,8.4,35.7,0.7,6,1,Clay,2,302,False,0.0
69.5,29.8,15.6,22.7,54.8,2.8,1,3,Clay,2,61,False,0.0
67.7,31.1,19.5,25.3,41.4,0.2,1,2,Sandy,1,50,False,0.0
62.6,15.8,3.6,9.7,40.3,1.3,5,2,Loam,3,340,False,0.0
72.8,14.4,5.4,9.9,63.5,0.0,0,1,Loam,3,257,False,0.0
57.4,35.7,23.3,29.5,60.8,1.3,5,0,Sandy,1,97,False,0.0
35.4,43.8,33.6,38.7,33.8,0.2,6,2,Clay,2,105,False,0.0
36.8,23.5,15.3,19.4,63.9,0.3,9,3,Loam,3,211,True,16.9
65.7,16.8,4.6,10.7,75.3,0.4,6,2,Loam,3,311,False,0.0
83.4,15.7,4.6,10.2,62.1,1.9,0,0,Sandy,1,222,False,0.0
58.5,18.6,9.6,14.1,66.0,0.2,8,1,Sandy,1,282,False,0.0
30.8,39.0,26.2,32.6,59.3,0.8,10,1,Clay,2,47,True,15.9
56.8,35.9,24.3,30.1,66.2,0.8,2,0,Loam,3,114,False,0.0
48.9,21.2,12.2,16.7,59.8,0.2,7,0,Loam,3,201,False,0.0
47.4,34.4,21.6,28.0,54.5,1.7,3,3,Clay,2,135,False,0.0
54.5,27.2,14.7,21.0,62.6,1.5,4,3,Clay,2,184,False,0.0
33.6,39.5,24.8,32.1,73.6,0.2,7,2,Clay,2,82,True,15.6
43.6,24.9,16.9,20.9,67.1,7.0,9,1,Sandy,1,9,True,16.9
67.9,24.9,9.9,17.4,59.8,8.3,1,2,Clay,2,49,False,0.0
45.4,15.4,6.6,11.0,63.6,2.1,10,0,Sandy Loam,4,282,False,0.0
35.7,38.5,25.0,31.8,48.5,0.2,9,2,Loam,3,91,True,17.6
64.9,24.5,14.5,19.5,45.5,0.4,0,0,Sandy Loam,4,10,False,0.0
53.8,33.5,22.3,27.9,54.6,1.9,0,1,Clay,2,32,False,0.0
72.1,35.3,24.3,29.8,89.1,0.9,1,0,Sandy,1,136,False,0.0
59.8,33.1,21.2,27.2,62.2,3.4,1,3,Clay,2,66,False,0.0
62.2,25.1,16.5,20.8,44.4,0.5,2,1,Clay,2,16,False,0.0
60.4,17.0,3.8,10.4,66.1,2.7,5,0,Sandy Loam,4,291,False,0.0
68.3,28.0,19.1,23.6,38.0,0.4,0,2,Loam,3,46,False,0.0
69.8,17.9,4.8,11.4,55.6,3.9,3,2,Sandy Loam,4,255,False,0.0
48.8,31.3,21.2,26.3,70.7,3.0,10,2,Sandy,1,133,False,0.0
49.0,36.2,22.0,29.1,54.9,4.0,3,3,Sandy Loam,4,91,False,0.0
50.9,16.1,6.0,11.0,80.1,3.7,9,0,Sandy,1,325,False,0.0
52.4,27.5,17.2,22.4,20.0,1.5,7,2,Sandy,1,46,False,0.0
71.0,8.2,-6.7,0.8,67.9,0.4,2,3,Loam,3,321,False,0.0
46.4,39.5,29.9,34.7,93.4,4.8,7,0,Sandy Loam,4,133,False,0.0
69.7,20.2,8.5,14.3,60.3,3.6,1,2,Clay,2,210,False,0.0
57.5,23.5,14.6,19.1,60.7,1.2,6,1,Sandy Loam,4,348,False,0.0
52.5,23.5,8.6,16.0,40.7,0.5,6,3,Sandy Loam,4,232,False,0.0
71.3,17.6,3.1,10.3,33.2,8.3,2,1,Sandy Loam,4,180,False,0.0
56.9,28.9,14.0,21.5,33.6,0.2,8,3,Sandy Loam,4,142,False,0.0
46.0,19.9,8.4,14.2,52.3,0.0,7,2,Loam,3,227,False,0.0
38.4,18.9,5.1,12.0,68.3,0.1,10,0,Clay,2,240,False,0.0
52.9,34.0,23.5,28.7,68.7,0.9,1,3,Sandy,1,107,False,0.0
66.0,16.7,6.6,11.7,60.9,12.0,2,2,Sandy Loam,4,262,False,0.0
49.5,40.9,31.3,36.1,26.5,8.5,4,1,Loam,3,65,False,0.0
50.4,27.4,17.3,22.4,86.8,0.0,8,3,Sandy Loam,4,28,False,0.0
46.1,34.9,20.2,27.5,39.9,0.0,5,0,Clay,2,79,False,0.0
76.1,22.2,11.2,16.7,56.6,11.3,2,2,Loam,3,327,False,0.0
